file_path,file_name,file_suffix,scene_index,scene_name,size_z,z_step_um,z_start_um,z_end_um,z_range_method,error
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_01UM_72HOD_5{3]_Multichannel Z-Stack_20251213_480_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",35,,433.4600793505463,438.90007935054626,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_01UM_72HOD_5{3]_Multichannel Z-Stack_20251213_480_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_01UM_72HOD_6_Multichannel Z-Stack_20251213_481_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",36,,435.8026735030214,441.40267350302145,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_01UM_72HOD_6_Multichannel Z-Stack_20251213_481_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_01UM_72HOD_7_Multichannel Z-Stack_20251213_482_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",48,,437.4839675273149,445.0039675273149,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_01UM_72HOD_7_Multichannel Z-Stack_20251213_482_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_01UM_72HOD_8_Multichannel Z-Stack_20251213_483_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",48,,439.28461453946164,446.8046145394616,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_01UM_72HOD_8_Multichannel Z-Stack_20251213_483_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_01UM_72HOD_9_Multichannel Z-Stack_20251213_484_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",42,,443.84590856375513,450.4059085637552,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_01UM_72HOD_9_Multichannel Z-Stack_20251213_484_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_10UM_48HOD_10_Multichannel Z-Stack_20251213_473_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",34,,409.0214099981689,414.3014099981688,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_10UM_48HOD_10_Multichannel Z-Stack_20251213_473_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_10UM_48HOD_1_Multichannel Z-Stack_20251213_464_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",35,,380.96664103033635,386.40664103033635,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_10UM_48HOD_1_Multichannel Z-Stack_20251213_464_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_10UM_48HOD_2_Multichannel Z-Stack_20251213_465_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",42,,381.6472880424831,388.2072880424831,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_10UM_48HOD_2_Multichannel Z-Stack_20251213_465_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_10UM_48HOD_3_Multichannel Z-Stack_20251213_466_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",42,,385.3401403894281,391.9001403894281,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_10UM_48HOD_3_Multichannel Z-Stack_20251213_466_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_10UM_48HOD_4_Multichannel Z-Stack_20251213_467_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",34,,389.82468168223164,395.10468168223156,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_10UM_48HOD_4_Multichannel Z-Stack_20251213_467_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_10UM_48HOD_5_Multichannel Z-Stack_20251213_468_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",28,,392.2801342855399,396.60013428553987,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_10UM_48HOD_5_Multichannel Z-Stack_20251213_468_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_10UM_48HOD_6_Multichannel Z-Stack_20251213_469_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",49,,393.6201281816517,401.3001281816517,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_10UM_48HOD_6_Multichannel Z-Stack_20251213_469_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_10UM_48HOD_7_Multichannel Z-Stack_20251213_470_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",42,,399.2264859915766,405.7864859915766,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_10UM_48HOD_7_Multichannel Z-Stack_20251213_470_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_10UM_48HOD_8_Multichannel Z-Stack_20251213_471_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",40,,402.96466337056705,409.2046633705671,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_10UM_48HOD_8_Multichannel Z-Stack_20251213_471_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_10UM_48HOD_9_Multichannel Z-Stack_20251213_472_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",17,,408.3537520600623,410.9137520600623,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_10UM_48HOD_9_Multichannel Z-Stack_20251213_472_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_1UM_48HOD_10_Multichannel Z-Stack_20251213_463_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",35,,378.4640468778612,383.9040468778612,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_1UM_48HOD_10_Multichannel Z-Stack_20251213_463_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_1UM_48HOD_1_Multichannel Z-Stack_20251213_454_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",48,,351.08343038515534,358.6034303851553,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_1UM_48HOD_1_Multichannel Z-Stack_20251213_454_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_1UM_48HOD_2_Multichannel Z-Stack_20251213_455_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",41,,354.7060245376305,361.10602453763045,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_1UM_48HOD_2_Multichannel Z-Stack_20251213_455_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_1UM_48HOD_3_Multichannel Z-Stack_20251213_456_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",42,,358.147318561924,364.707318561924,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_1UM_48HOD_3_Multichannel Z-Stack_20251213_456_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_1UM_48HOD_4_Multichannel Z-Stack_20251213_457_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",35,,361.8614710370506,367.3014710370506,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_1UM_48HOD_4_Multichannel Z-Stack_20251213_457_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_1UM_48HOD_5_Multichannel Z-Stack_20251213_458_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",35,,364.3640651895257,369.8040651895257,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_1UM_48HOD_5_Multichannel Z-Stack_20251213_458_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_1UM_48HOD_6_Multichannel Z-Stack_20251213_459_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",35,,365.0660123298541,370.5060123298541,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_1UM_48HOD_6_Multichannel Z-Stack_20251213_459_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_1UM_48HOD_7_Multichannel Z-Stack_20251213_460_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",42,,367.54730635414757,374.10730635414757,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_1UM_48HOD_7_Multichannel Z-Stack_20251213_460_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_1UM_48HOD_8_Multichannel Z-Stack_20251213_461_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",42,,371.2401587010926,377.8001587010926,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_1UM_48HOD_8_Multichannel Z-Stack_20251213_461_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_1UM_48HOD_9_Multichannel Z-Stack_20251213_462_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",55,,372.76145272538616,381.4014527253861,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_5_PSI_1UM_48HOD_9_Multichannel Z-Stack_20251213_462_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_HARMIN_24hod_10_Multichannel Z-Stack_20251213_311_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",40,,316.55737349691753,322.40737349691756,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_HARMIN_24hod_10_Multichannel Z-Stack_20251213_311_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_HARMIN_24hod_1_Multichannel Z-Stack_20251213_302_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",22,,303.051550387597,306.2015503875969,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_HARMIN_24hod_1_Multichannel Z-Stack_20251213_302_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_HARMIN_24hod_2_Multichannel Z-Stack_20251213_303_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",23,,304.30544466825364,307.60544466825365,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_HARMIN_24hod_2_Multichannel Z-Stack_20251213_303_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_HARMIN_24hod_3_Multichannel Z-Stack_20251213_304_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",30,,304.75089727156194,309.10089727156196,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_HARMIN_24hod_3_Multichannel Z-Stack_20251213_304_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_HARMIN_24hod_4_Multichannel Z-Stack_20251213_305_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",30,,306.1547915522187,310.50479155221876,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_HARMIN_24hod_4_Multichannel Z-Stack_20251213_305_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_HARMIN_24hod_5_Multichannel Z-Stack_20251213_306_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",36,,306.75024415552707,312.00024415552707,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_HARMIN_24hod_5_Multichannel Z-Stack_20251213_306_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_HARMIN_24hod_6_Multichannel Z-Stack_20251213_307_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",30,,309.05413843618385,313.40413843618387,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_HARMIN_24hod_6_Multichannel Z-Stack_20251213_307_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_HARMIN_24hod_7_Multichannel Z-Stack_20251213_308_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",22,,312.45153817982055,315.6015381798205,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_HARMIN_24hod_7_Multichannel Z-Stack_20251213_308_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_HARMIN_24hod_8_Multichannel Z-Stack_20251213_309_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",29,,312.80543246047733,317.0054324604773,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_HARMIN_24hod_8_Multichannel Z-Stack_20251213_309_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_HARMIN_24hod_9_Multichannel Z-Stack_20251213_310_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",30,,314.15088506378555,318.50088506378563,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_HARMIN_24hod_9_Multichannel Z-Stack_20251213_310_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_KONTROLA_24hod_10_Multichannel Z-Stack_20251213_301_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",23,,300.70415064396013,304.0041506439602,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_KONTROLA_24hod_10_Multichannel Z-Stack_20251213_301_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_KONTROLA_24hod_1_Multichannel Z-Stack_20251213_292_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",29,,285.0022218152964,289.20222181529635,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_KONTROLA_24hod_1_Multichannel Z-Stack_20251213_292_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_KONTROLA_24hod_2_Multichannel Z-Stack_20251213_293_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",14,,288.3509216871147,290.3009216871147,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_KONTROLA_24hod_2_Multichannel Z-Stack_20251213_293_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_KONTROLA_24hod_3_Multichannel Z-Stack_20251213_294_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",22,,289.25676310809996,292.4067631080999,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_KONTROLA_24hod_3_Multichannel Z-Stack_20251213_294_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_KONTROLA_24hod_4_Multichannel Z-Stack_20251213_295_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",21,,290.50546297991826,293.50546297991826,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_KONTROLA_24hod_4_Multichannel Z-Stack_20251213_295_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_KONTROLA_24hod_5_Multichannel Z-Stack_20251213_296_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",36,,289.7509155832266,295.0009155832266,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_KONTROLA_24hod_5_Multichannel Z-Stack_20251213_296_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_KONTROLA_24hod_6_Multichannel Z-Stack_20251213_297_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",35,,293.10545687603,298.20545687603004,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_KONTROLA_24hod_6_Multichannel Z-Stack_20251213_297_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_KONTROLA_24hod_7_Multichannel Z-Stack_20251213_298_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",30,,295.3509094793383,299.70090947933835,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_KONTROLA_24hod_7_Multichannel Z-Stack_20251213_298_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_KONTROLA_24hod_8_Multichannel Z-Stack_20251213_299_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",30,,296.75480375999507,301.1048037599951,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_KONTROLA_24hod_8_Multichannel Z-Stack_20251213_299_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_KONTROLA_24hod_9_Multichannel Z-Stack_20251213_300_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",31,,298.19181468595497,302.69181468595497,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_1_KONTROLA_24hod_9_Multichannel Z-Stack_20251213_300_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_2_PSI_24hod_10_Multichannel Z-Stack_20251213_321_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",21,,336.4067020692181,339.4067020692181,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_2_PSI_24hod_10_Multichannel Z-Stack_20251213_321_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_2_PSI_24hod_1_Multichannel Z-Stack_20251213_312_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",25,,320.39438442287735,323.99438442287743,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_2_PSI_24hod_1_Multichannel Z-Stack_20251213_312_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_2_PSI_24hod_2_Multichannel Z-Stack_20251213_313_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",29,,322.90736739302935,327.10736739302934,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_2_PSI_24hod_2_Multichannel Z-Stack_20251213_313_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_2_PSI_24hod_3_Multichannel Z-Stack_20251213_314_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",30,,324.2528199963376,328.60281999633764,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_2_PSI_24hod_3_Multichannel Z-Stack_20251213_314_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_2_PSI_24hod_4_Multichannel Z-Stack_20251213_315_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",29,,325.80671427699446,330.00671427699444,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_2_PSI_24hod_4_Multichannel Z-Stack_20251213_315_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_2_PSI_24hod_5_Multichannel Z-Stack_20251213_316_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",31,,328.1008667521211,332.6008667521211,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_2_PSI_24hod_5_Multichannel Z-Stack_20251213_316_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_2_PSI_24hod_6_Multichannel Z-Stack_20251213_317_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",21,,330.6080083012879,333.6080083012879,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_2_PSI_24hod_6_Multichannel Z-Stack_20251213_317_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_2_PSI_24hod_7_Multichannel Z-Stack_20251213_318_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",29,,331.6054080449246,335.8054080449246,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_2_PSI_24hod_7_Multichannel Z-Stack_20251213_318_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_2_PSI_24hod_8_Multichannel Z-Stack_20251213_319_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",24,,333.8508606482329,337.3008606482329,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_2_PSI_24hod_8_Multichannel Z-Stack_20251213_319_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_2_PSI_24hod_9_Multichannel Z-Stack_20251213_320_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",21,,335.30800219739973,338.30800219739973,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_2_PSI_24hod_9_Multichannel Z-Stack_20251213_320_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_2_PSIHARMIN_24hod_10_Multichannel Z-Stack_20251213_331_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",23,,354.9066776536654,358.20667765366545,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_2_PSIHARMIN_24hod_10_Multichannel Z-Stack_20251213_331_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_2_PSIHARMIN_24hod_11_Multichannel Z-Stack_20251213_332_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",30,,355.3521302569737,359.70213025697376,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251213\_6_2_PSIHARMIN_24hod_11_Multichannel Z-Stack_20251213_332_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
